OBJECTID,LegacyID,FACILITYID,BlockStreet,IntersectionStreets,ROW_Mailboxes,Surface_Type,SHAPESTArea,SHAPESTLength,Latitude,Longitude
2726,242,10897,1100 Broadmoor Dr,Not Specified,Yes,Concrete,10756.104126021288,633.1419060381157,40.09272790517716,-88.26285880485646
2727,1477,10899,1700 Lincoln Rd,Not Specified,Yes,Asphalt,9567.017753177957,802.1363663587458,40.09444226247809,-88.26399926818549
2728,Not Specified,52E0AA93-C25A-42C5-8260-3DD07400CECA,Not Specified,Broadmoor Dr & Lincoln Rd,Yes,Concrete,1892.9903027895994,186.48818823115286,40.093977314483034,-88.26419658483735
2729,243,10901,1100 Broadmoor Dr,Not Specified,Yes,Concrete,20308.478832981924,1104.7571223336697,40.09325838818388,-88.2639268434633
2730,Not Specified,6FA8584D-B2E4-4495-94AE-586846F3D7F3,Not Specified,Foothill Dr & Lincolnshire Dr,Yes,Not Specified,1326.2502201522402,149.75903960449904,40.09688444336919,-88.26628188072524
2731,1483,11649,1200 Lincolnshire Dr,Not Specified,Yes,Concrete,5717.349319269809,499.3706771220368,40.09681958114532,-88.26582362259634
2732,1476,11645,1 Lincoln Ct,Not Specified,Yes,Asphalt,6398.498589098752,356.5299986580319,40.097239682250375,-88.26647939064274
2733,1484,11646,1200 Lincolnshire Dr,Not Specified,Yes,Asphalt,1902.6909612944935,201.71733301265493,40.09695122890112,-88.26646497314215
2734,Not Specified,91B84137-4B31-474A-9B9B-1C04DD595E90,Not Specified,Foothill Dr & Robert Dr,Yes,Concrete,1256.0472459369416,143.95507333373803,40.095244925365456,-88.26613854661937
2735,Not Specified,CED0F6A5-0C88-4B7D-85C8-54C4AF83BF1F,1200 Foothill Dr,Not Specified,Yes,Concrete,15422.567160604327,1246.3010108141432,40.09501357386777,-88.26509164475306
2736,928,12279,1200 Foothill Dr,Not Specified,Yes,Concrete,15866.257577933524,1291.5587699203147,40.09605670809765,-88.26643432568851
2737,2053,11651,1700 Robert Dr,Not Specified,Yes,Concrete,11061.225873035253,920.9452074589018,40.09468983263335,-88.26639542206766
2738,244,10898,1200 Broadmoor Dr,Not Specified,Yes,Concrete,16125.184945102059,1237.548563277096,40.094091630949066,-88.26530625984199
2739,65,11775,1800 Augusta Dr,Not Specified,Yes,Concrete,6601.952785040241,549.4591239283611,40.093021159426605,-88.26595123072126
2740,Not Specified,A6E213D3-9812-43F9-A0F2-AFB3911981BC,Not Specified,Augusta Dr & Robert Dr,Yes,Concrete,1517.1375401876003,157.4442234003076,40.093026795980144,-88.26642393787093
2741,2054,10903,1800 Robert Dr,Not Specified,Yes,Concrete,9753.29499186579,808.0116400562351,40.0935798273431,-88.2664403490188
2742,Not Specified,C9246EB9-2F0A-41E8-B5F7-C188A382BF29,Not Specified,Park Terrace Ln & Robert Dr,Yes,Concrete,1577.1940721611015,160.41100948439063,40.09219023540209,-88.2664150754952
2743,Not Specified,1DC4B562-989D-47ED-BF15-18CF7975FA56,1900 Robert Dr,Not Specified,Yes,Concrete,7055.663459955617,588.9842725431118,40.092609776261725,-88.26643064205786
2744,1946,11655,1200 Park Terrace Ln,Not Specified,Yes,Concrete,12406.961052281733,981.4384595358399,40.092214967072216,-88.26556837068918
2745,Not Specified,03E2F7E4-4C94-4AF6-B21A-56C9487B6A39,Not Specified,Augusta Dr & Park Terrace Ln,Yes,Concrete,1573.12704030039,160.3698963338072,40.092358660326795,-88.26476629180823
2746,Not Specified,2B36BB75-1029-4C54-AF66-4DB1781A9D15,1800 Augusta Dr,Not Specified,Yes,Concrete,6093.408964263597,504.9467846016429,40.092670526720845,-88.2649978219342
2747,Not Specified,73365876-1527-4151-A70D-C00DB5FD021E,1900 Robert Dr,Not Specified,Yes,Concrete,7335.007256963087,615.4286803208937,40.09176651951641,-88.26635400180804
2748,Not Specified,F76C4D7C-DB5A-4CE0-A2FC-BE931AC3D038,Not Specified,Robert Dr & Theodore Dr,Yes,Concrete,1795.569155515964,169.74352914071207,40.091354645274144,-88.26630164271627
2749,Not Specified,5335E505-3350-4505-8146-B37BA9672D30,1900 Augusta Dr,Not Specified,Yes,Concrete,9404.657955103063,778.3378885518861,40.091852040132814,-88.2645899416213
2750,Not Specified,9AEB0DC3-C071-4EA7-AD9A-9ADCB8BE85DA,Not Specified,Augusta Dr & Theodore Dr,Yes,Concrete,1686.495796647493,170.31030100274356,40.09135101595999,-88.26456098915453
2751,2408,11777,1200 Theodore Dr,Not Specified,Yes,Concrete,12287.807114899113,951.2747558674532,40.091351632527626,-88.26544003658417
2752,2407,11778,1100 Theodore Dr,Not Specified,Yes,Concrete,7630.00582756546,633.4408192789006,40.09134224763142,-88.26396980367898
2753,Not Specified,E277C940-29B6-44BF-A4E4-F11D8F813B25,Not Specified,Galen Dr & Theodore Dr,Yes,Asphalt,1551.9372674404372,161.1424806901045,40.09134128396354,-88.26343059922797
2754,970,11803,1900 Galen Dr,Not Specified,Yes,Asphalt,12531.5326486745,1007.1444151205717,40.09205024109175,-88.26342847807993
2755,Not Specified,84A1EF2A-2A12-4B1C-9ACF-1631A8F02AF2,Not Specified,Galen Dr & Newbury Rd,Yes,Concrete,1254.8984565314,142.6635763403773,40.09061254107881,-88.26335609735716
2756,971,11804,1900 Galen Dr,Not Specified,Yes,Asphalt,3310.7328058128105,300.97758321837534,40.09111153302344,-88.26342122875744
2757,972,11657,2000 Galen Dr,Not Specified,Yes,Concrete,6132.600520975813,520.7497540107831,40.09030691274562,-88.26312378046832
2758,1442,10916,1600 Lakeside Dr,Not Specified,Yes,Concrete,48780.848924200756,3517.043360576261,40.09516666234041,-88.27280160056046
2759,Not Specified,4651A965-BD2F-410F-B095-C191FE801E14,Not Specified,Broadmoor Dr & Lakeside Dr,Yes,Concrete,2043.7932247890546,180.90401884982583,40.09372136735046,-88.272288453243
2760,249,6304,1700 Broadmoor Dr,Not Specified,Yes,Concrete,37929.02256827882,2382.0497661177687,40.09393807950663,-88.27437221122636
2761,Not Specified,D685007F-021C-497C-B9A2-F182CBF848FD,Not Specified,Georgetown Dr & Mayfair Rd,Yes,Concrete,1221.0130038302188,141.51638718268055,40.09648530778611,-88.26999381980967
2762,1633,10924,1600 Mayfair Rd,Not Specified,Yes,Concrete,6337.700825842091,530.773710627882,40.09681387300803,-88.26979055811412
2763,1021,10921,1700 Georgetown Dr,Not Specified,Yes,Concrete,35029.53988946932,2646.582682857106,40.09543104258079,-88.27102278657406
2764,Not Specified,B5A221D9-10DE-4969-B8B2-0C179374917C,Not Specified,Broadmoor Dr & Georgetown Dr,Yes,Concrete,1754.203200937275,167.78007430204988,40.093723795641495,-88.27113616820066
2765,248,10911,1500 Broadmoor Dr,Not Specified,Yes,Concrete,9298.359871227434,647.7722089854469,40.09371860922197,-88.27171409497487
2766,1634,10920,1700 Mayfair Rd,Not Specified,Yes,Concrete,26282.206677070044,1995.2314045478668,40.0951131437591,-88.2699759914341
2767,Not Specified,281E3462-4499-4440-A4AF-CD53E2D576B4,Not Specified,Broadmoor Dr & Mayfair Rd,Yes,Concrete,2164.819165922452,183.8402226320552,40.093745176457325,-88.26991601645396
2768,247,10912,1400 Broadmoor Dr,Not Specified,Yes,Concrete,9822.796634355282,680.0492743873524,40.093718720916996,-88.27052703725873
2769,239,10910,1300 Broadmoor Dr,Not Specified,Yes,Concrete,4994.568440785846,369.63956419892787,40.0941347900773,-88.268799375908
2770,Not Specified,E0A0B4EC-8BFD-4BFE-9548-2E3322805EBA,1300 Broadmoor Dr,Not Specified,Yes,Concrete,1830.814343751141,172.8643294402266,40.09396182276808,-88.26873855778902
2771,245,10906,1300 Broadmoor Dr,Not Specified,Yes,Concrete,18624.364205294303,1258.23051866041,40.09407948366993,-88.26764414577299
2772,246,10905,1300 Broadmoor Dr,Not Specified,Yes,Concrete,9781.052580636959,677.0894850794497,40.093833637467014,-88.26932833264587
2773,Not Specified,8CFCAEB0-8235-468E-A6B0-8DC5727AB3C5,Not Specified,Lakeside Dr & Theodore Dr,Yes,Concrete,1582.7693306581318,161.43751187883424,40.091424434370445,-88.27299643859236
2774,1443,11774,1800 Lakeside Dr,Not Specified,Yes,Concrete,22753.01807956379,1719.404508290662,40.09256831028811,-88.27256858752143
2775,1444,11806,1900 Lakeside Dr,Not Specified,Yes,Concrete,4526.581244029473,406.9218887768751,40.091135977683436,-88.27304838721565
2776,1441,11746,2000 Lakeside Ct,Not Specified,Yes,Concrete,6395.401954970853,357.7239722812692,40.09057965390132,-88.27310565811793
2777,Not Specified,198A0886-DDFB-44BA-A9E3-470A49F2C639,Not Specified,Devonshire Dr & Lakeside Ct,Yes,Concrete,2293.0062626953154,191.04591613326758,40.090845541358576,-88.27307090953691
2778,695,11747,Not Specified,Devonshire Dr & Sunview Dr,Yes,Concrete,35637.539155902385,2193.8562682386055,40.09086334193277,-88.27471915197273
2779,1816,11762,1300 Old Farm Rd,Not Specified,Yes,Concrete,18977.653535255897,1372.4180337997582,40.09311307569083,-88.26841053056371
2780,Not Specified,F623A31E-5920-40C7-B1AC-79A43E021371,Not Specified,Mayfair Rd & Old Farm Rd,Yes,Concrete,1867.2712083181689,173.9474449760227,40.09292997096243,-88.26963151260466
2781,1636,12274,1800 Mayfair Rd,Not Specified,Yes,Concrete,7399.142320805549,613.9448418844726,40.09333194457573,-88.26978336798128
2782,2846,4176,1400 Old Farm Rd,Not Specified,Yes,Concrete,17519.590851736055,1338.6500391226703,40.09281514361527,-88.2707146996901
2783,Not Specified,410690E8-A72E-4E2F-ABC1-2199BB3329E8,Not Specified,Old Farm Rd & Weathervane Dr,Yes,Concrete,5522.026103739938,291.9857232514056,40.09219611505999,-88.27131180536533
2784,2845,4175,1300 Weathervane Dr,Not Specified,Yes,Concrete,16737.46007286359,1205.5014443656164,40.09225731918198,-88.26824282576851
2785,Not Specified,A74FF45E-19DC-4E57-847C-58B469CBAE18,1400 Weathervane Dr,Not Specified,Yes,Concrete,13840.024980538768,1064.3350393734738,40.09213058719188,-88.27026747090564
2786,Not Specified,C1C41A3F-6CE5-4C35-8D91-60E3F25A14CA,Not Specified,Mayfair Rd & Weathervane Dr,Yes,Concrete,1797.49189534756,170.11384037333286,40.09216252937668,-88.26932309368951
2787,1638,11765,1800 Mayfair Rd,Not Specified,Yes,Concrete,7051.04062003465,585.9760567722604,40.09254324075219,-88.2694758296258
2788,2409,11776,1300 Theodore Dr,Not Specified,Yes,Concrete,20629.497013230735,1570.9916132911085,40.09135181123731,-88.2677091054476
2789,2410,11745,1500 Theodore Dr,Not Specified,Yes,Concrete,29441.00839746959,2198.5200839322692,40.091356162121734,-88.27107173898261
2790,Not Specified,BC6A6D3F-8BC8-4023-BC6B-403F55CA49B2,Not Specified,Mayfair Rd & Theodore Dr,Yes,Concrete,1808.2666573570207,170.2191206155304,40.09134181612694,-88.26911237299483
2791,Not Specified,7F4BB1F2-5777-4F61-AC04-8AAC68E44F8E,1800 Mayfair Rd,Not Specified,Yes,Concrete,7435.751326609961,617.1841527007211,40.09175145839651,-88.26918240169503
2792,1758,11706,1100 Newbury Rd,Not Specified,Yes,Concrete,22019.594992760118,1679.0937198886156,40.090493687965946,-88.26481256113688
2793,Not Specified,42134B3F-6674-43DE-9C38-3CEE1EB8CBDC,Not Specified,Newbury Rd & Robert Dr,Yes,Concrete,1323.44507392053,146.77576378901804,40.090505318234044,-88.26628746748446
2794,Not Specified,60751E6B-F982-49C4-9FCA-9500329539CF,1900 Robert Dr,Not Specified,Yes,Concrete,7552.2657165772425,622.3937925578766,40.09093269044913,-88.26629597083976
2795,Not Specified,DACAFAF5-2541-4C77-9F80-322479650A76,Not Specified,Devonshire Dr & Robert Dr,Yes,Concrete,1594.999001670963,160.29115896031428,40.089660051966135,-88.26643741449914
2796,Not Specified,3521A6A8-F0D6-44FD-B058-4D5FFA93B34E,2000 Robert Dr,Not Specified,Yes,Concrete,7440.240278444539,612.6378525797104,40.09008419239663,-88.2663742258054
2797,Not Specified,23B0EB48-5094-4F59-AA54-50C6079DA642,Not Specified,Devonshire Dr & Plymouth Dr,Yes,Concrete,1233.8671543319358,140.93050737035514,40.08969277727576,-88.26379856684353
2798,687,11723,1100 Devonshire Dr,Not Specified,Yes,Concrete,6436.260123514769,558.3010660064738,40.08985225338827,-88.26335412980251
2799,689,11660,1200 Devonshire Dr,Not Specified,Yes,Concrete,19445.816422653945,1492.3802758130314,40.0896552311468,-88.26512006453514
2800,1895,11683,2100 Plymouth Dr,Not Specified,Yes,Concrete,24871.554729372638,1918.6846895868878,40.08838071001945,-88.26374910683325
2801,Not Specified,43DAEA33-724D-4FA1-BCAE-6A1FBC995D07,Not Specified,Harrington Dr & Plymouth Dr,Yes,Concrete,1666.1039359816434,173.79393026554143,40.08708374366497,-88.263757813211
2802,1128,11681,1100 Harrington Dr,Not Specified,Yes,Concrete,7150.242823214916,594.5441193703499,40.087192340340344,-88.26323283077114
2803,1785,11680,2100 Noel Dr,Not Specified,Yes,Concrete,26543.05798467194,2028.0994837703197,40.08868827027456,-88.2616263950867
2804,Not Specified,75B14E36-4E1C-4D30-B1BC-9F37CD5C253E,Not Specified,Harrington Dr & Noel Dr,Yes,Concrete,1618.2298178759045,161.446929356054,40.087309795880294,-88.2616559236642
2805,1128,721BB53F-A950-48D2-8E67-CD598871964D,1100 Harrington Dr,Not Specified,Yes,Concrete,7044.033374781807,574.1316724320288,40.087310024372755,-88.26216872336457
2806,273,11798,2100 Bristol Rd,Not Specified,Yes,Asphalt,27930.624978407403,2128.4644587704042,40.08843011845937,-88.26045158591597
2807,Not Specified,72D909E4-86F0-4105-AC93-6FD0B7A25045,Not Specified,Bristol Rd & Harrington Dr,Yes,Concrete,1328.2284731228096,147.2969124915837,40.08707473803024,-88.2607250526525
2808,Not Specified,C0793274-97B0-4C8F-95D6-A953D15A8F1F,1000 Harrington Dr,Not Specified,Yes,Concrete,6665.778143786837,554.8748324057398,40.08723011803108,-88.26118013482527
2809,1538,11676,2100 Lynwood Dr,Not Specified,Yes,Concrete,26450.873032943255,2010.3689299495568,40.08788884110027,-88.25953730838255
2810,Not Specified,B20A2996-84B8-41D7-8BB7-577F1387F665,Not Specified,Harrington Dr & Lynwood Dr,Yes,Concrete,1569.820489123575,158.71592289146093,40.08653920750505,-88.2597450059329
2811,1127,11673,1000 Harrington Dr,Not Specified,Yes,Concrete,8091.961052726078,671.1027716920964,40.086784285847415,-88.26024892758117
2812,2154,11675,2100 Seaton Ct,Not Specified,Yes,Concrete,19232.1549386427,1308.8422825070816,40.087444672441904,-88.25835109228194
2813,Not Specified,495FD937-9448-4D9B-9F95-D9226A2ECA74,Not Specified,Harrington Dr & Seaton Ct,Yes,Concrete,1560.1860841059652,158.0749883344926,40.086464931676865,-88.2583391351025
2814,1126,6320,900 Harrington Dr,Not Specified,Yes,Concrete,4922.901759181996,445.5139266649602,40.08646869246259,-88.25795053052857
2815,Not Specified,62462397-A853-4DAE-8322-F82880DC170F,1000 Harrington Dr,Not Specified,Yes,Concrete,9937.109026985248,802.6547390208294,40.08647045645539,-88.25904907582132
2816,Not Specified,FC71D24A-A1F7-4CCB-9F91-A743A1C1E963,Not Specified,Page Dr & Seaton Ct,Yes,Concrete,1373.684414747203,150.06547952703568,40.085148646659356,-88.25833698936702
2817,2155,6321,2200 Seaton Ct,Not Specified,Yes,Concrete,12023.627226358905,948.926178746847,40.08581056767403,-88.25833583528873
2818,2156,11797,2300 Seaton Ct,Not Specified,Yes,Concrete,12211.056441741044,787.8071867732328,40.084529473151214,-88.2583227434686
2819,Not Specified,6A8E0ED2-3277-426D-8192-23F51C003A06,Not Specified,Hadley Dr & Lynwood Dr,Yes,Concrete,1491.9651420550667,153.70515600938157,40.0857652092577,-88.25975995502367
2820,1539,11793,2200 Lynwood Dr,Not Specified,Yes,Concrete,6825.195793502984,573.256603562763,40.086155466417026,-88.25980718045452
2821,1826,11787,1000 Page Dr,Not Specified,Yes,Concrete,12075.024772714649,962.7810692729824,40.085158493397245,-88.25916911775928
2822,Not Specified,338A8438-36A5-4A88-A00A-5402D46B3AED,Not Specified,Lynwood Dr & Page Dr,Yes,Concrete,1199.7881295144273,139.69282991308,40.0852975337057,-88.259972881833
2823,Not Specified,FFAB04B0-D7A7-4B3B-8568-1899A782C75D,2200 Lynwood Dr,Not Specified,Yes,Concrete,4048.9378930003772,368.28676827492654,40.085514506126394,-88.25982455318803
2824,1541,11788,2300 Lynwood Dr,Not Specified,Yes,Concrete,10661.93878636276,848.9859093749868,40.08482947095807,-88.2603251957845
2825,Not Specified,878AF095-B6DD-4825-A722-3408C3717553,Not Specified,Lynwood Dr & Ross Dr,Yes,Concrete,1425.2557742570552,153.09660920935863,40.08427962272276,-88.2604144738657
2826,2068,11789,1000 Ross Dr,Not Specified,Yes,Concrete,10277.944358058014,646.4728404685503,40.08426967049632,-88.25974770069624
2827,Not Specified,ABB2040D-C90F-482F-8F57-8F8454486DCC,Not Specified,Noel Dr & Ross Dr,Yes,Concrete,1476.3002907355265,156.74154173283233,40.0842847191747,-88.26147458406278
2828,2069,11791,1000 Ross Dr,Not Specified,Yes,Concrete,6896.139992327844,566.7975238760433,40.08427706987287,-88.26094081282746
2829,1099,11792,1000 Hadley Dr,Not Specified,Yes,Concrete,13989.914393835732,1101.3696278484394,40.08588438717613,-88.26070317843921
2830,Not Specified,203BADDB-B632-45E3-ACA4-5C234736AB4B,Not Specified,Hadley Dr & Noel Dr,Yes,Concrete,1351.2808477106764,147.46073471340137,40.08602826762649,-88.26163498234133
2831,1787,11679,2300 Noel Dr,Not Specified,Yes,Concrete,16499.56681338891,1296.2696662283745,40.085146656216786,-88.26155265513219
2832,1786,11807,2200 Noel Dr,Not Specified,Yes,Concrete,11713.280334847332,927.9809608305154,40.08666709340063,-88.26165118095385
2833,1896,11685,2200 Plymouth Dr,Not Specified,Yes,Concrete,29735.862023879217,2250.1961815251952,40.085688182400006,-88.26358147447985
2834,Not Specified,9A7A6F9A-F5C2-4229-8940-3A106D960A88,Not Specified,Galen Dr & Plymouth Dr,Yes,Concrete,1433.758735679918,152.77316900232114,40.084959170993706,-88.2625109534012
2835,974,11781,2300 Galen Dr,Not Specified,Yes,Concrete,22287.12503114515,1706.38581091729,40.08612074221428,-88.26265761285168
2836,2070,11790,1100 Ross Dr,Not Specified,Yes,Concrete,6724.7254448051945,561.2011382125306,40.08428269822679,-88.26199896486035
2837,Not Specified,50BDCBE2-9F11-403C-9D0A-43FA04916D54,Not Specified,Galen Dr & Ross Dr,Yes,Concrete,1783.476615150746,172.46073626479944,40.08427306402285,-88.26250129395095
2838,975,11783,2300 Galen Dr,Not Specified,Yes,Concrete,5552.704753431127,472.2916263970393,40.08461959216337,-88.26250665879263
2839,976,4939,2300 Galen Dr,Not Specified,Yes,Asphalt,5730.288810663344,433.108229588755,40.083961440778005,-88.26251252168741
2840,2104,11734,1600 Sandpiper Ct,Not Specified,Yes,Concrete,7656.822436145677,460.61249173876007,40.09017309132167,-88.272078409644
2841,Not Specified,94606CB8-D142-419D-8543-757EF837BB19,Not Specified,Devonshire Dr & Sandpiper Ct,Yes,Concrete,2113.431782756452,184.15929873553574,40.09042015813489,-88.27177764316413
2842,694,11743,1600 Devonshire Dr,Not Specified,Yes,Concrete,13484.011787313108,930.9289140394494,40.0907064533248,-88.27239672325263
2843,2105,11737,1500 Sandpiper Ln,Not Specified,Yes,Concrete,19978.291700267233,1519.7019100068728,40.090550313594925,-88.27048127085942
2844,Not Specified,4DA2B615-CF13-4AD9-A677-593628A46D0B,Not Specified,Mayfair Rd & Sandpiper Ln,Yes,Concrete,1534.6844316493027,153.4217339347397,40.09054860362874,-88.26912453349424
2845,1639,11753,1900 Mayfair Rd,Not Specified,Yes,Concrete,6970.369912900692,577.01685986197,40.09095186536201,-88.26911157150235
2846,679,11733,1500 Devonshire Ct,Not Specified,Yes,Concrete,5040.243556331266,694.1414631113796,40.089425513463546,-88.27015518497731
2847,Not Specified,F510B1A7-395D-4D6E-8CA9-413BB671EC9D,1500 Devonshire Dr,Not Specified,Yes,Concrete,1701.6024441928182,167.16148888656983,40.089682614763625,-88.27009984241934
2848,693,11732,1500 Devonshire Dr,Not Specified,Yes,Concrete,16878.497051349834,1097.4082883867338,40.08994928668476,-88.27100398051232
2849,1640,11735,2000 Mayfair Rd,Not Specified,Yes,Concrete,7634.389585846537,632.9058158321221,40.090109568330334,-88.26910518547783
2850,692,11730,Not Specified,Devonshire Dr & Mayfair Rd,Yes,Concrete,1865.0408080411312,172.97116012607245,40.089678331543915,-88.2690987713954
2851,Not Specified,CDAE1CFE-F2EE-4577-8016-CC0CEC8EAF2B,1500 Devonshire Dr,Not Specified,Yes,Concrete,7810.624909777962,548.3502790038532,40.08968103464642,-88.26959384481691
2852,1810,11705,2000 O' Donnell Dr,Not Specified,Yes,Concrete,16879.717750385862,1121.7354178645862,40.09033730130588,-88.26772427504963
2853,Not Specified,F3BC6612-DF89-47C5-BA21-E06307E3E6B5,Not Specified,Devonshire Dr & O' Donnell Dr,Yes,Concrete,2160.374639313259,186.10935733226583,40.08966259939683,-88.26750539917376
2854,690,11727,1300 Devonshire Dr,Not Specified,Yes,Concrete,9083.476564809143,617.2611614306825,40.08966420182721,-88.26696225424786
2855,691,11728,1400 Devonshire Dr,Not Specified,Yes,Concrete,13439.8341591859,896.3976773841418,40.08967207638303,-88.26829568526533
2856,Not Specified,FB2707E4-1594-4E37-B88F-0BA7C6A665C6,2000 Ivy Ct,Not Specified,Yes,Not Specified,1131.3814791057796,162.6583275719124,40.08963614753748,-88.27623458463563
2857,8888,11748,Not Specified,Harrington Dr & Sunview Dr,Yes,Concrete,32421.537370750415,2659.4067008541965,40.08924757411557,-88.27572808755062
2858,1133,12317,1700 Harrington Dr,Not Specified,Yes,Concrete,4625.832530283447,413.0868780022912,40.08756712696299,-88.27533964940716
2859,Not Specified,9FF036E5-6F4E-4DA1-BD30-D2BA6403772D,1800 Harrington Dr,Not Specified,Yes,Concrete,2261.1237248146854,279.04634587777684,40.08797500595613,-88.2753390093179
2860,Not Specified,7C01B3C2-BD22-489F-A55D-C625309A21C8,Not Specified,Harbor Point Dr & Harrington Dr,Yes,Concrete,1694.7789188346878,169.35864463766453,40.08783141871821,-88.27533414889912
2861,1125,6310,1700 Harbor Point Dr,Not Specified,Yes,Concrete,6750.507343859348,582.3693461538862,40.087831703354624,-88.27586270695863
2862,8888,12315,2100 Harbor Town Cir,Not Specified,Yes,Concrete,32120.68109201279,2505.383851283693,40.088770562470714,-88.2740956823916
2863,Not Specified,94AF1EDF-7165-46F7-B377-CC554BA5D9FC,Not Specified,Harbor Point Dr & Harbor Town Cir,Yes,Concrete,1466.5665799460426,159.2950720869522,40.087825074405934,-88.27461390677395
2864,Not Specified,13CC9F3D-A01C-40D9-8824-E07360E74A38,1700 Harbor Point Dr,Not Specified,Yes,Concrete,4055.353048209972,363.0940523186603,40.08782812441874,-88.27497498747235
2865,1124,11999,1700 Harbor Point Dr,Not Specified,Yes,Concrete,18491.22241216523,1424.5832848433183,40.08772763212788,-88.27332624256721
2866,Not Specified,4865A3F2-348C-42C4-805C-389AF08A806A,Not Specified,Georgetown Cir & Harbor Point Dr,Yes,Concrete,1341.4598133250067,147.09670806562002,40.087688005796174,-88.27206127820085
2867,1020,12316,2100 Georgetown Cir,Not Specified,Yes,Concrete,12218.838253920443,1174.6875727982201,40.08834515069855,-88.27204527864416
2868,Not Specified,E8626FEC-D455-4023-BF10-03AA8A80E0A0,2100 Georgetown Cir,Not Specified,Yes,Concrete,4250.26386661325,371.4031894477883,40.0874223211031,-88.27205496057361
2869,1641,11751,2100 Mayfair Rd,Not Specified,Yes,Concrete,11229.797846690979,900.1777682445064,40.089065994210884,-88.26909701857983
2870,564,11749,Not Specified,Coral Cv & Mayfair Rd,Yes,Concrete,1359.00836834241,147.87182754230307,40.088453025665274,-88.26910282161704
2871,565,11750,1500 Coral Cv,Not Specified,Yes,Concrete,10343.113016774256,1048.7952741791314,40.08845697264943,-88.26981750968932
2872,Not Specified,692724B0-00F4-4AA2-A261-A5BCF8212EF6,2100 Mayfair Rd,Not Specified,Yes,Concrete,6896.408241841691,581.1506321085151,40.088057587801046,-88.26908792431163
2873,Not Specified,5322790E-71C8-44A6-89CE-96642EF3A181,Not Specified,Country Lake Dr & Mayfair Rd,Yes,Concrete,1367.521448930798,150.02051625943432,40.08767565481831,-88.26908419452984
2874,624,11731,1500 Country Lake Dr,Not Specified,Yes,Concrete,16783.655334377396,1518.6345817387896,40.08768945490103,-88.27023694097285
2875,623,11697,1400 Country Lake Dr,Not Specified,Yes,Concrete,10790.797820784801,867.5067204434474,40.08766548689194,-88.26829611786773
2876,1812,11698,Not Specified,Country Lake Dr & O' Donnell Dr,Yes,Concrete,1331.7921193791833,146.87594634738434,40.087662242806026,-88.26753408369454
2877,1811,11704,2100 O' Donnell Dr,Not Specified,Yes,Concrete,21174.788738962812,1454.6286869214393,40.08870233268076,-88.26752863029876
2878,1813,11702,2100 O' Donnell Dr,Not Specified,Yes,Concrete,13081.375569595833,936.7661415093505,40.08700654601787,-88.26751932181531
2879,1132,11696,1400 Harrington Dr,Not Specified,Yes,Concrete,4156.982055488009,382.0838578523153,40.08656036211427,-88.26787881917843
2880,1131,11692,Not Specified,Harrington Dr & O' Donnell Dr,Yes,Concrete,2218.7112505946643,226.16168200104678,40.08643808723703,-88.26751737081351
2881,Not Specified,CB3AB657-3DEF-4392-8B62-5A536F41A85C,Not Specified,Harrington Dr & Robert Dr,Yes,Concrete,1417.515330956723,153.50073845193663,40.086591380862075,-88.26568599590968
2882,1130,11690,1200 Harrington Dr,Not Specified,Yes,Concrete,12897.459720561948,1018.5912670841188,40.08640347508965,-88.26656792830974
2883,Not Specified,49FD09F4-DDC9-41F6-85BB-202587F63ED4,Not Specified,Gunn Dr & Harrington Dr,Yes,Concrete,1502.661013635503,159.6650059856547,40.08687946194629,-88.26474336518011
2884,1129,11670,1200 Harrington Dr,Not Specified,Yes,Concrete,6610.315249254515,552.7074972688173,40.086981863514424,-88.26424394932192
2885,Not Specified,C3344C7A-59A7-48D4-A7A4-3E2ADA8B2BA2,1200 Harrington Dr,Not Specified,Yes,Concrete,6404.500861623697,533.8279280582916,40.08674371946566,-88.26522230613631
2886,1244,11667,1 Holmes Ct,Not Specified,Yes,Concrete,6346.321870495801,358.5692857551221,40.08722034396271,-88.26630023003959
2887,Not Specified,692951C9-8666-4784-9988-4413A9ADD2B0,Not Specified,Holmes Ct & Robert Dr,Yes,Concrete,1495.8091820509992,152.9818124163297,40.087291877949696,-88.26598514404925
2888,Not Specified,1427267B-2E05-40AD-9F38-7E8F3DBA5DD8,2100 Robert Dr,Not Specified,Yes,Concrete,6351.646653153506,545.3230153489175,40.08692815141393,-88.2658312928171
2889,1097,11671,2100 Gunn Dr,Not Specified,Yes,Concrete,20613.299684587266,1596.069865102342,40.087709045457494,-88.26514948324647
2890,Not Specified,FFB67452-D586-4223-9A3C-4B837F060058,Not Specified,Gunn Dr & Robert Dr,Yes,Concrete,1415.589787729692,153.2410553253661,40.08792827979807,-88.26618585403781
2891,Not Specified,EF02B3D2-5C64-4EF4-A2AF-66312BA85187,2100 Robert Dr,Not Specified,Yes,Concrete,5212.437403491494,452.2947888186562,40.0876076117028,-88.26608982270609
2892,2055,11656,2100 Robert Dr,Not Specified,Yes,Concrete,7185.518629539898,592.3491002835237,40.089241891361645,-88.2664311753612
2893,Not Specified,6E190A74-6F72-4D72-B93D-9CD51AF9B0AA,Not Specified,Canterbury Ct & Robert Dr,Yes,Concrete,1512.7855679297566,153.38529529439262,40.08882580981575,-88.26641105773741
2894,321,11663,1 Canterbury Ct,Not Specified,Yes,Concrete,15696.408662097312,1036.922706920087,40.088823022975134,-88.2653935231995
